sequence_number,period_display_value,period_number,home_score,coordinate_x,coordinate_y,scoring_play,clock_display_value,team_id,type_id,type_text,away_score,text,score_value,participants_0_athlete_id,participants_1_athlete_id,game_id,away_team_id,away_team_name,away_team_mascot,away_team_abbrev,away_team_name_alt,home_team_id,home_team_name,home_team_mascot,home_team_abbrev,home_team_name_alt,clock_minutes,clock_seconds,half,lag_half,lead_half,game_play_number
379,3rd Quarter,3,71,30,18,TRUE,44.1,6,131,Pullup Jump Shot,41,Amanda Zahui B. makes 18-foot pullup jump shot,2,3007473,NA,401320608,5,Indiana,Fever,IND,Indiana,6,Los Angeles,Sparks,LA,Los Angeles,0,44.1,2,2,2,270
380,3rd Quarter,3,71,27,2,FALSE,33.2,5,110,Driving Layup Shot,41,Danielle Robinson misses driving layup,0,1014,NA,401320608,5,Indiana,Fever,IND,Indiana,6,Los Angeles,Sparks,LA,Los Angeles,0,33.2,2,2,2,271
382,3rd Quarter,3,71,28,2,TRUE,21.9,5,110,Driving Layup Shot,43,Jessica Breland makes driving layup (Danielle Robinson assists),2,1002,1014,401320608,5,Indiana,Fever,IND,Indiana,6,Los Angeles,Sparks,LA,Los Angeles,0,21.9,2,2,2,273
383,3rd Quarter,3,71,29,4,FALSE,3.5,6,110,Driving Layup Shot,43,Erica Wheeler misses driving layup,0,2491214,NA,401320608,5,Indiana,Fever,IND,Indiana,6,Los Angeles,Sparks,LA,Los Angeles,0,3.5,2,2,2,274
392,4th Quarter,4,71,16,18,FALSE,9:46,5,131,Pullup Jump Shot,43,Victoria Vivians misses 20-foot pullup jump shot,0,3142948,NA,401320608,5,Indiana,Fever,IND,Indiana,6,Los Angeles,Sparks,LA,Los Angeles,9,46,2,2,2,279
394,4th Quarter,4,71,14,24,FALSE,9:25,6,92,Jump Shot,43,Brittney Sykes misses 26-foot three point jumper,0,2988756,NA,401320608,5,Indiana,Fever,IND,Indiana,6,Los Angeles,Sparks,LA,Los Angeles,9,25,2,2,2,281
396,4th Quarter,4,71,18,24,TRUE,9:04,5,92,Jump Shot,46,Jessica Breland makes 25-foot three point jumper (Danielle Robinson assists),3,1002,1014,401320608,5,Indiana,Fever,IND,Indiana,6,Los Angeles,Sparks,LA,Los Angeles,9,04,2,2,2,283
398,4th Quarter,4,71,14,3,FALSE,8:40,6,121,Fade Away Jump Shot,46,Arella Guirantes misses 11-foot two point shot,0,4068178,NA,401320608,5,Indiana,Fever,IND,Indiana,6,Los Angeles,Sparks,LA,Los Angeles,8,40,2,2,2,284
400,4th Quarter,4,71,31,24,FALSE,8:30,5,131,Pullup Jump Shot,46,Kelsey Mitchell misses 25-foot three point pullup jump shot,0,3142191,NA,401320608,5,Indiana,Fever,IND,Indiana,6,Los Angeles,Sparks,LA,Los Angeles,8,30,2,2,2,286
408,4th Quarter,4,71,30,25,FALSE,7:51,5,92,Jump Shot,46,Kelsey Mitchell misses 25-foot three point jumper,0,3142191,NA,401320608,5,Indiana,Fever,IND,Indiana,6,Los Angeles,Sparks,LA,Los Angeles,7,51,2,2,2,291
410,4th Quarter,4,74,29,25,TRUE,7:34,6,92,Jump Shot,46,Nia Coffey makes 25-foot three point jumper (Bria Holmes assists),3,3054590,2999140,401320608,5,Indiana,Fever,IND,Indiana,6,Los Angeles,Sparks,LA,Los Angeles,7,34,2,2,2,293
416,4th Quarter,4,77,28,26,TRUE,6:48,6,131,Pullup Jump Shot,46,Erica Wheeler makes 26-foot three pointer,3,2491214,NA,401320608,5,Indiana,Fever,IND,Indiana,6,Los Angeles,Sparks,LA,Los Angeles,6,48,2,2,2,296
420,4th Quarter,4,79,24,2,TRUE,6:28,6,109,Running Layup Shot,46,Bria Holmes makes two point shot,2,2999140,NA,401320608,5,Indiana,Fever,IND,Indiana,6,Los Angeles,Sparks,LA,Los Angeles,6,28,2,2,2,299
422,4th Quarter,4,82,20,25,TRUE,6:10,6,92,Jump Shot,46,Erica Wheeler makes 25-foot three point jumper,3,2491214,NA,401320608,5,Indiana,Fever,IND,Indiana,6,Los Angeles,Sparks,LA,Los Angeles,6,10,2,2,2,301
423,4th Quarter,4,82,26,2,FALSE,5:55,5,109,Running Layup Shot,46,Teaira McCowan misses two point shot,0,3913903,NA,401320608,5,Indiana,Fever,IND,Indiana,6,Los Angeles,Sparks,LA,Los Angeles,5,55,2,2,2,302
425,4th Quarter,4,82,27,3,FALSE,5:45,6,110,Driving Layup Shot,46,Brittney Sykes misses driving layup,0,2988756,NA,401320608,5,Indiana,Fever,IND,Indiana,6,Los Angeles,Sparks,LA,Los Angeles,5,45,2,2,2,304
427,4th Quarter,4,82,10,20,TRUE,5:33,5,92,Jump Shot,49,Kelsey Mitchell makes 25-foot three point jumper (Victoria Vivians assists),3,3142191,3142948,401320608,5,Indiana,Fever,IND,Indiana,6,Los Angeles,Sparks,LA,Los Angeles,5,33,2,2,2,306
429,4th Quarter,4,84,25,4,TRUE,5:11,6,110,Driving Layup Shot,49,Erica Wheeler makes driving layup,2,2491214,NA,401320608,5,Indiana,Fever,IND,Indiana,6,Los Angeles,Sparks,LA,Los Angeles,5,11,2,2,2,307
434,4th Quarter,4,85,-214748340,-214748365,TRUE,5:11,6,97,Free Throw - 1 of 1,49,Erica Wheeler makes free throw 1 of 1,1,2491214,NA,401320608,5,Indiana,Fever,IND,Indiana,6,Los Angeles,Sparks,LA,Los Angeles,5,11,2,2,2,310
437,4th Quarter,4,87,13,7,TRUE,4:50,6,131,Pullup Jump Shot,49,Arella Guirantes makes 14-foot pullup jump shot (Bria Holmes assists),2,4068178,2999140,401320608,5,Indiana,Fever,IND,Indiana,6,Los Angeles,Sparks,LA,Los Angeles,4,50,2,2,2,312
439,4th Quarter,4,87,7,17,FALSE,4:28,5,92,Jump Shot,49,Victoria Vivians misses 25-foot three point jumper,0,3142948,NA,401320608,5,Indiana,Fever,IND,Indiana,6,Los Angeles,Sparks,LA,Los Angeles,4,28,2,2,2,313
441,4th Quarter,4,87,26,18,TRUE,4:19,5,131,Pullup Jump Shot,51,Victoria Vivians makes 18-foot pullup jump shot (Kelsey Mitchell assists),2,3142948,3142191,401320608,5,Indiana,Fever,IND,Indiana,6,Los Angeles,Sparks,LA,Los Angeles,4,19,2,2,2,315
448,4th Quarter,4,87,28,2,FALSE,3:36,5,140,Hook Turnaround Bank,51,Jantel Lavender misses 3-foot two point shot,0,1013,NA,401320608,5,Indiana,Fever,IND,Indiana,6,Los Angeles,Sparks,LA,Los Angeles,3,36,2,2,2,319
452,4th Quarter,4,87,-214748340,-214748365,TRUE,3:34,5,98,Free Throw - 1 of 2,52,Jantel Lavender makes free throw 1 of 2,1,1013,NA,401320608,5,Indiana,Fever,IND,Indiana,6,Los Angeles,Sparks,LA,Los Angeles,3,34,2,2,2,322
455,4th Quarter,4,87,-214748340,-214748365,TRUE,3:34,5,99,Free Throw - 2 of 2,53,Jantel Lavender makes free throw 2 of 2,1,1013,NA,401320608,5,Indiana,Fever,IND,Indiana,6,Los Angeles,Sparks,LA,Los Angeles,3,34,2,2,2,324
456,4th Quarter,4,90,18,25,TRUE,3:19,6,92,Jump Shot,53,Nia Coffey makes 26-foot three point jumper (Brittney Sykes assists),3,3054590,2988756,401320608,5,Indiana,Fever,IND,Indiana,6,Los Angeles,Sparks,LA,Los Angeles,3,19,2,2,2,325
458,4th Quarter,4,90,34,12,TRUE,2:56,5,92,Jump Shot,55,Danielle Robinson makes 15-foot jumper (Jessica Breland assists),2,1014,1002,401320608,5,Indiana,Fever,IND,Indiana,6,Los Angeles,Sparks,LA,Los Angeles,2,56,2,2,2,326
460,4th Quarter,4,90,28,2,FALSE,2:41,6,110,Driving Layup Shot,55,Arella Guirantes misses driving layup,0,4068178,NA,401320608,5,Indiana,Fever,IND,Indiana,6,Los Angeles,Sparks,LA,Los Angeles,2,41,2,2,2,327
462,4th Quarter,4,90,48,7,TRUE,2:33,5,92,Jump Shot,58,Victoria Vivians makes 24-foot three point jumper (Kelsey Mitchell assists),3,3142948,3142191,401320608,5,Indiana,Fever,IND,Indiana,6,Los Angeles,Sparks,LA,Los Angeles,2,33,2,2,2,329
464,4th Quarter,4,92,25,7,TRUE,2:06,6,140,Hook Turnaround Bank,58,Te'a Cooper makes two point shot,2,3907789,NA,401320608,5,Indiana,Fever,IND,Indiana,6,Los Angeles,Sparks,LA,Los Angeles,2,06,2,2,2,330
472,4th Quarter,4,92,24,6,FALSE,1:44,5,120,Turnaround Hook Shot,58,Jantel Lavender misses 6-foot two point shot,0,1013,NA,401320608,5,Indiana,Fever,IND,Indiana,6,Los Angeles,Sparks,LA,Los Angeles,1,44,2,2,2,337
476,4th Quarter,4,92,25,2,TRUE,1:30,5,95,Layup Shot,60,Tiffany Mitchell makes layup (Jantel Lavender assists),2,2984741,1013,401320608,5,Indiana,Fever,IND,Indiana,6,Los Angeles,Sparks,LA,Los Angeles,1,30,2,2,2,341
484,4th Quarter,4,95,29,26,TRUE,1:13,6,92,Jump Shot,60,Nia Coffey makes 26-foot three point jumper (Arella Guirantes assists),3,3054590,4068178,401320608,5,Indiana,Fever,IND,Indiana,6,Los Angeles,Sparks,LA,Los Angeles,1,13,2,2,2,342
487,4th Quarter,4,98,2,2,TRUE,47.2,6,92,Jump Shot,60,Arella Guirantes makes 23-foot three point jumper (Bria Holmes assists),3,4068178,2999140,401320608,5,Indiana,Fever,IND,Indiana,6,Los Angeles,Sparks,LA,Los Angeles,0,47.2,2,2,2,344
489,4th Quarter,4,98,28,4,TRUE,35.6,5,95,Layup Shot,62,Jantel Lavender makes layup (Lindsay Allen assists),2,1013,3058908,401320608,5,Indiana,Fever,IND,Indiana,6,Los Angeles,Sparks,LA,Los Angeles,0,35.6,2,2,2,345
493,4th Quarter,4,98,26,5,FALSE,12.6,6,95,Layup Shot,62,Te'a Cooper misses layup,0,3907789,NA,401320608,5,Indiana,Fever,IND,Indiana,6,Los Angeles,Sparks,LA,Los Angeles,0,12.6,2,2,2,346
497,4th Quarter,4,98,-214748340,-214748365,FALSE,6.7,5,98,Free Throw - 1 of 2,62,Tiffany Mitchell misses free throw 1 of 2,0,2984741,NA,401320608,5,Indiana,Fever,IND,Indiana,6,Los Angeles,Sparks,LA,Los Angeles,0,6.7,2,2,2,349
499,4th Quarter,4,98,-214748340,-214748365,TRUE,6.7,5,99,Free Throw - 2 of 2,63,Tiffany Mitchell makes free throw 2 of 2,1,2984741,NA,401320608,5,Indiana,Fever,IND,Indiana,6,Los Angeles,Sparks,LA,Los Angeles,0,6.7,2,2,2,351
9,1st Quarter,1,1,-214748340,-214748365,TRUE,9:44,8,98,Free Throw - 1 of 2,0,Napheesa Collier makes free throw 1 of 2,1,3917450,NA,401320609,20,Atlanta,Dream,ATL,Atlanta,8,Minnesota,Lynx,MIN,Minnesota,9,44,1,1,1,3
10,1st Quarter,1,2,-214748340,-214748365,TRUE,9:44,8,99,Free Throw - 2 of 2,0,Napheesa Collier makes free throw 2 of 2,1,3917450,NA,401320609,20,Atlanta,Dream,ATL,Atlanta,8,Minnesota,Lynx,MIN,Minnesota,9,44,1,1,1,4
11,1st Quarter,1,2,25,2,FALSE,9:28,20,141,Cutting Layup Shot,0,Sylvia Fowles blocks Elizabeth Williams's layup,0,2566081,766,401320609,20,Atlanta,Dream,ATL,Atlanta,8,Minnesota,Lynx,MIN,Minnesota,9,28,1,1,1,5
15,1st Quarter,1,2,40,19,TRUE,9:22,20,92,Jump Shot,3,Tiffany Hayes makes 25-foot three point jumper (Odyssey Sims assists),3,1054,2529047,401320609,20,Atlanta,Dream,ATL,Atlanta,8,Minnesota,Lynx,MIN,Minnesota,9,22,1,1,1,7
21,1st Quarter,1,2,22,9,FALSE,8:41,8,93,Hook Shot,3,Sylvia Fowles misses 10-foot hook shot,0,766,NA,401320609,20,Atlanta,Dream,ATL,Atlanta,8,Minnesota,Lynx,MIN,Minnesota,8,41,1,1,1,11
23,1st Quarter,1,2,39,8,FALSE,8:26,20,133,Pullup Bank Jump Shot,3,Courtney Williams misses 16-foot two point shot,0,2987891,NA,401320609,20,Atlanta,Dream,ATL,Atlanta,8,Minnesota,Lynx,MIN,Minnesota,8,26,1,1,1,13
25,1st Quarter,1,4,25,0,TRUE,8:16,8,110,Driving Layup Shot,3,Layshia Clarendon makes driving layup,2,2490794,NA,401320609,20,Atlanta,Dream,ATL,Atlanta,8,Minnesota,Lynx,MIN,Minnesota,8,16,1,1,1,15
26,1st Quarter,1,4,40,16,TRUE,7:58,20,92,Jump Shot,5,Courtney Williams makes 21-foot jumper (Odyssey Sims assists),2,2987891,2529047,401320609,20,Atlanta,Dream,ATL,Atlanta,8,Minnesota,Lynx,MIN,Minnesota,7,58,1,1,1,16
29,1st Quarter,1,4,31,23,FALSE,7:34,20,92,Jump Shot,5,Tianna Hawkins misses 24-foot three point jumper,0,2490514,NA,401320609,20,Atlanta,Dream,ATL,Atlanta,8,Minnesota,Lynx,MIN,Minnesota,7,34,1,1,1,18
35,1st Quarter,1,4,-214748340,-214748365,FALSE,7:12,8,98,Free Throw - 1 of 2,5,Napheesa Collier misses free throw 1 of 2,0,3917450,NA,401320609,20,Atlanta,Dream,ATL,Atlanta,8,Minnesota,Lynx,MIN,Minnesota,7,12,1,1,1,22
39,1st Quarter,1,4,-214748340,-214748365,FALSE,7:12,8,99,Free Throw - 2 of 2,5,Napheesa Collier misses free throw 2 of 2,0,3917450,NA,401320609,20,Atlanta,Dream,ATL,Atlanta,8,Minnesota,Lynx,MIN,Minnesota,7,12,1,1,1,25
41,1st Quarter,1,6,25,0,TRUE,7:07,8,95,Layup Shot,5,Sylvia Fowles makes layup (Damiris Dantas assists),2,766,2955898,401320609,20,Atlanta,Dream,ATL,Atlanta,8,Minnesota,Lynx,MIN,Minnesota,7,07,1,1,1,27
43,1st Quarter,1,6,4,7,FALSE,6:54,20,92,Jump Shot,5,Courtney Williams misses 22-foot jumper,0,2987891,NA,401320609,20,Atlanta,Dream,ATL,Atlanta,8,Minnesota,Lynx,MIN,Minnesota,6,54,1,1,1,28
45,1st Quarter,1,8,26,0,TRUE,6:44,8,95,Layup Shot,5,Sylvia Fowles makes layup (Damiris Dantas assists),2,766,2955898,401320609,20,Atlanta,Dream,ATL,Atlanta,8,Minnesota,Lynx,MIN,Minnesota,6,44,1,1,1,30
49,1st Quarter,1,11,10,18,TRUE,6:22,8,92,Jump Shot,5,Kayla McBride makes 23-foot three point jumper (Napheesa Collier assists),3,2529205,3917450,401320609,20,Atlanta,Dream,ATL,Atlanta,8,Minnesota,Lynx,MIN,Minnesota,6,22,1,1,1,32
56,1st Quarter,1,13,25,0,TRUE,5:58,8,128,Driving Finger Roll Layup,5,Layshia Clarendon makes two point shot,2,2490794,NA,401320609,20,Atlanta,Dream,ATL,Atlanta,8,Minnesota,Lynx,MIN,Minnesota,5,58,1,1,1,36
60,1st Quarter,1,13,24,24,FALSE,5:43,20,92,Jump Shot,5,Tiffany Hayes misses 24-foot three point jumper,0,1054,NA,401320609,20,Atlanta,Dream,ATL,Atlanta,8,Minnesota,Lynx,MIN,Minnesota,5,43,1,1,1,39
64,1st Quarter,1,13,25,7,TRUE,5:27,20,92,Jump Shot,7,Tiffany Hayes makes jumper,2,1054,NA,401320609,20,Atlanta,Dream,ATL,Atlanta,8,Minnesota,Lynx,MIN,Minnesota,5,27,1,1,1,42
65,1st Quarter,1,13,24,0,FALSE,5:12,8,95,Layup Shot,7,Sylvia Fowles misses layup,0,766,NA,401320609,20,Atlanta,Dream,ATL,Atlanta,8,Minnesota,Lynx,MIN,Minnesota,5,12,1,1,1,43
70,1st Quarter,1,15,24,0,TRUE,4:53,8,95,Layup Shot,7,Sylvia Fowles makes layup (Layshia Clarendon assists),2,766,2490794,401320609,20,Atlanta,Dream,ATL,Atlanta,8,Minnesota,Lynx,MIN,Minnesota,4,53,1,1,1,47
72,1st Quarter,1,15,36,12,TRUE,4:39,20,131,Pullup Jump Shot,9,Odyssey Sims makes 16-foot pullup jump shot,2,2529047,NA,401320609,20,Atlanta,Dream,ATL,Atlanta,8,Minnesota,Lynx,MIN,Minnesota,4,39,1,1,1,48
79,1st Quarter,1,15,25,1,TRUE,4:27,20,95,Layup Shot,11,Tiffany Hayes makes layup (Aari McDonald assists),2,1054,4066553,401320609,20,Atlanta,Dream,ATL,Atlanta,8,Minnesota,Lynx,MIN,Minnesota,4,27,1,1,1,52
80,1st Quarter,1,15,24,1,FALSE,4:06,8,95,Layup Shot,11,Sylvia Fowles misses layup,0,766,NA,401320609,20,Atlanta,Dream,ATL,Atlanta,8,Minnesota,Lynx,MIN,Minnesota,4,06,1,1,1,53
82,1st Quarter,1,15,19,9,FALSE,3:56,20,92,Jump Shot,11,Monique Billings misses 11-foot jumper,0,3142255,NA,401320609,20,Atlanta,Dream,ATL,Atlanta,8,Minnesota,Lynx,MIN,Minnesota,3,56,1,1,1,55
85,1st Quarter,1,15,28,23,FALSE,3:41,8,92,Jump Shot,11,Damiris Dantas misses 23-foot three point jumper,0,2955898,NA,401320609,20,Atlanta,Dream,ATL,Atlanta,8,Minnesota,Lynx,MIN,Minnesota,3,41,1,1,1,57
87,1st Quarter,1,15,35,12,FALSE,3:31,20,92,Jump Shot,11,Courtney Williams misses 15-foot jumper,0,2987891,NA,401320609,20,Atlanta,Dream,ATL,Atlanta,8,Minnesota,Lynx,MIN,Minnesota,3,31,1,1,1,59
92,1st Quarter,1,18,39,18,TRUE,3:12,8,92,Jump Shot,11,Kayla McBride makes 23-foot three point jumper (Layshia Clarendon assists),3,2529205,2490794,401320609,20,Atlanta,Dream,ATL,Atlanta,8,Minnesota,Lynx,MIN,Minnesota,3,12,1,1,1,62
94,1st Quarter,1,18,34,23,TRUE,3:05,20,92,Jump Shot,14,Aari McDonald makes 25-foot three point jumper,3,4066553,NA,401320609,20,Atlanta,Dream,ATL,Atlanta,8,Minnesota,Lynx,MIN,Minnesota,3,05,1,1,1,63
95,1st Quarter,1,21,47,10,TRUE,2:49,8,92,Jump Shot,14,Napheesa Collier makes 24-foot three point jumper (Layshia Clarendon assists),3,3917450,2490794,401320609,20,Atlanta,Dream,ATL,Atlanta,8,Minnesota,Lynx,MIN,Minnesota,2,49,1,1,1,64
97,1st Quarter,1,21,23,24,FALSE,2:28,20,92,Jump Shot,14,Tiffany Hayes misses 24-foot three point jumper,0,1054,NA,401320609,20,Atlanta,Dream,ATL,Atlanta,8,Minnesota,Lynx,MIN,Minnesota,2,28,1,1,1,65
108,1st Quarter,1,21,9,8,TRUE,2:25,20,122,Jump Shot Bank,16,Courtney Williams makes 18-foot jump bank shot (Aari McDonald assists),2,2987891,4066553,401320609,20,Atlanta,Dream,ATL,Atlanta,8,Minnesota,Lynx,MIN,Minnesota,2,25,1,1,1,71
112,1st Quarter,1,21,44,14,TRUE,1:55,20,92,Jump Shot,19,Aari McDonald makes 24-foot three point jumper,3,4066553,NA,401320609,20,Atlanta,Dream,ATL,Atlanta,8,Minnesota,Lynx,MIN,Minnesota,1,55,1,1,1,73
115,1st Quarter,1,21,6,17,FALSE,1:33,20,92,Jump Shot,19,Aari McDonald misses 25-foot three point jumper,0,4066553,NA,401320609,20,Atlanta,Dream,ATL,Atlanta,8,Minnesota,Lynx,MIN,Minnesota,1,33,1,1,1,75
117,1st Quarter,1,21,36,20,FALSE,1:24,8,92,Jump Shot,19,Napheesa Collier misses 22-foot jumper,0,3917450,NA,401320609,20,Atlanta,Dream,ATL,Atlanta,8,Minnesota,Lynx,MIN,Minnesota,1,24,1,1,1,77
121,1st Quarter,1,21,27,0,FALSE,56.5,8,110,Driving Layup Shot,19,Kayla McBride misses driving layup,0,2529205,NA,401320609,20,Atlanta,Dream,ATL,Atlanta,8,Minnesota,Lynx,MIN,Minnesota,0,56.5,1,1,1,80
133,1st Quarter,1,21,26,2,FALSE,42.4,20,110,Driving Layup Shot,19,Natalie Achonwa blocks Tiffany Hayes 's 2-foot driving layup,0,1054,2529203,401320609,20,Atlanta,Dream,ATL,Atlanta,8,Minnesota,Lynx,MIN,Minnesota,0,42.4,1,1,1,87
137,1st Quarter,1,21,3,9,FALSE,26.3,20,92,Jump Shot,19,Aari McDonald misses 24-foot three point jumper,0,4066553,NA,401320609,20,Atlanta,Dream,ATL,Atlanta,8,Minnesota,Lynx,MIN,Minnesota,0,26.3,1,1,1,90
141,1st Quarter,1,21,-214748340,-214748365,TRUE,25.0,20,98,Free Throw - 1 of 2,20,Elizabeth Williams makes free throw 1 of 2,1,2566081,NA,401320609,20,Atlanta,Dream,ATL,Atlanta,8,Minnesota,Lynx,MIN,Minnesota,0,25.0,1,1,1,93
144,1st Quarter,1,21,-214748340,-214748365,TRUE,25.0,20,99,Free Throw - 2 of 2,21,Elizabeth Williams makes free throw 2 of 2,1,2566081,NA,401320609,20,Atlanta,Dream,ATL,Atlanta,8,Minnesota,Lynx,MIN,Minnesota,0,25.0,1,1,1,95
145,1st Quarter,1,23,25,0,TRUE,8.3,8,95,Layup Shot,21,Natalie Achonwa makes layup (Jessica Shepard assists),2,2529203,3906949,401320609,20,Atlanta,Dream,ATL,Atlanta,8,Minnesota,Lynx,MIN,Minnesota,0,8.3,1,1,1,96
147,1st Quarter,1,23,29,13,FALSE,0.0,20,92,Jump Shot,21,Tiffany Hayes misses 13-foot jumper,0,1054,NA,401320609,20,Atlanta,Dream,ATL,Atlanta,8,Minnesota,Lynx,MIN,Minnesota,0,0.0,1,1,1,97
153,2nd Quarter,2,23,-214748340,-214748365,FALSE,9:39,20,98,Free Throw - 1 of 2,21,Tiffany Hayes misses free throw 1 of 2,0,1054,NA,401320609,20,Atlanta,Dream,ATL,Atlanta,8,Minnesota,Lynx,MIN,Minnesota,9,39,1,1,1,101
157,2nd Quarter,2,23,-214748340,-214748365,TRUE,9:39,20,99,Free Throw - 2 of 2,22,Tiffany Hayes makes free throw 2 of 2,1,1054,NA,401320609,20,Atlanta,Dream,ATL,Atlanta,8,Minnesota,Lynx,MIN,Minnesota,9,39,1,1,1,104
160,2nd Quarter,2,23,25,1,TRUE,9:23,20,95,Layup Shot,24,Aari McDonald makes layup (Odyssey Sims assists),2,4066553,2529047,401320609,20,Atlanta,Dream,ATL,Atlanta,8,Minnesota,Lynx,MIN,Minnesota,9,23,1,1,1,106
166,2nd Quarter,2,23,-214748340,-214748365,TRUE,9:23,20,97,Free Throw - 1 of 1,25,Aari McDonald makes free throw 1 of 1,1,4066553,NA,401320609,20,Atlanta,Dream,ATL,Atlanta,8,Minnesota,Lynx,MIN,Minnesota,9,23,1,1,1,109
167,2nd Quarter,2,25,25,-1,TRUE,9:04,8,95,Layup Shot,25,Natalie Achonwa makes layup (Jessica Shepard assists),2,2529203,3906949,401320609,20,Atlanta,Dream,ATL,Atlanta,8,Minnesota,Lynx,MIN,Minnesota,9,04,1,1,1,110
171,2nd Quarter,2,25,30,16,FALSE,8:43,20,92,Jump Shot,25,Aari McDonald misses 17-foot jumper,0,4066553,NA,401320609,20,Atlanta,Dream,ATL,Atlanta,8,Minnesota,Lynx,MIN,Minnesota,8,43,1,1,1,112
175,2nd Quarter,2,25,23,8,FALSE,8:30,8,92,Jump Shot,25,Layshia Clarendon misses 8-foot jumper,0,2490794,NA,401320609,20,Atlanta,Dream,ATL,Atlanta,8,Minnesota,Lynx,MIN,Minnesota,8,30,1,1,1,114
187,2nd Quarter,2,25,12,14,FALSE,8:08,20,92,Jump Shot,25,Courtney Williams misses 19-foot jumper,0,2987891,NA,401320609,20,Atlanta,Dream,ATL,Atlanta,8,Minnesota,Lynx,MIN,Minnesota,8,08,1,1,1,121
191,2nd Quarter,2,25,5,11,FALSE,7:45,8,92,Jump Shot,25,Napheesa Collier misses 23-foot three point jumper,0,3917450,NA,401320609,20,Atlanta,Dream,ATL,Atlanta,8,Minnesota,Lynx,MIN,Minnesota,7,45,1,1,1,124
193,2nd Quarter,2,25,48,1,TRUE,7:33,20,92,Jump Shot,28,Crystal Bradford makes 23-foot three point jumper (Odyssey Sims assists),3,2591976,2529047,401320609,20,Atlanta,Dream,ATL,Atlanta,8,Minnesota,Lynx,MIN,Minnesota,7,33,1,1,1,126
195,2nd Quarter,2,25,15,2,FALSE,7:20,8,92,Jump Shot,28,Napheesa Collier misses 10-foot jumper,0,3917450,NA,401320609,20,Atlanta,Dream,ATL,Atlanta,8,Minnesota,Lynx,MIN,Minnesota,7,20,1,1,1,127
197,2nd Quarter,2,27,25,5,TRUE,7:16,8,122,Jump Shot Bank,28,Napheesa Collier makes jump bank shot,2,3917450,NA,401320609,20,Atlanta,Dream,ATL,Atlanta,8,Minnesota,Lynx,MIN,Minnesota,7,16,1,1,1,129
198,2nd Quarter,2,27,3,4,FALSE,7:07,20,92,Jump Shot,28,Courtney Williams misses 23-foot three point jumper,0,2987891,NA,401320609,20,Atlanta,Dream,ATL,Atlanta,8,Minnesota,Lynx,MIN,Minnesota,7,07,1,1,1,130
205,2nd Quarter,2,27,24,1,FALSE,6:46,20,95,Layup Shot,28,Jessica Shepard blocks Courtney Williams 's 2-foot layup,0,2987891,3906949,401320609,20,Atlanta,Dream,ATL,Atlanta,8,Minnesota,Lynx,MIN,Minnesota,6,46,1,1,1,133
209,2nd Quarter,2,27,26,15,TRUE,6:37,20,92,Jump Shot,30,Odyssey Sims makes 15-foot jumper,2,2529047,NA,401320609,20,Atlanta,Dream,ATL,Atlanta,8,Minnesota,Lynx,MIN,Minnesota,6,37,1,1,1,135
210,2nd Quarter,2,29,25,0,TRUE,6:18,8,95,Layup Shot,30,Sylvia Fowles makes layup (Napheesa Collier assists),2,766,3917450,401320609,20,Atlanta,Dream,ATL,Atlanta,8,Minnesota,Lynx,MIN,Minnesota,6,18,1,1,1,136
214,2nd Quarter,2,29,-214748340,-214748365,FALSE,6:10,20,98,Free Throw - 1 of 2,30,Odyssey Sims misses free throw 1 of 2,0,2529047,NA,401320609,20,Atlanta,Dream,ATL,Atlanta,8,Minnesota,Lynx,MIN,Minnesota,6,10,1,1,1,138
218,2nd Quarter,2,29,-214748340,-214748365,FALSE,6:10,20,99,Free Throw - 2 of 2,30,Odyssey Sims misses free throw 2 of 2,0,2529047,NA,401320609,20,Atlanta,Dream,ATL,Atlanta,8,Minnesota,Lynx,MIN,Minnesota,6,10,1,1,1,141
226,2nd Quarter,2,29,-214748340,-214748365,FALSE,6:03,20,104,Free Throw - Flagrant 1 of 2,30,Elizabeth Williams misses free throw flagrant 1 of 2,0,2566081,NA,401320609,20,Atlanta,Dream,ATL,Atlanta,8,Minnesota,Lynx,MIN,Minnesota,6,03,1,1,1,146
228,2nd Quarter,2,29,-214748340,-214748365,FALSE,6:03,20,105,Free Throw - Flagrant 2 of 2,30,Elizabeth Williams misses free throw flagrant 2 of 2,0,2566081,NA,401320609,20,Atlanta,Dream,ATL,Atlanta,8,Minnesota,Lynx,MIN,Minnesota,6,03,1,1,1,148
230,2nd Quarter,2,29,38,13,TRUE,5:49,20,92,Jump Shot,32,Courtney Williams makes 18-foot jumper,2,2987891,NA,401320609,20,Atlanta,Dream,ATL,Atlanta,8,Minnesota,Lynx,MIN,Minnesota,5,49,1,1,1,150
238,2nd Quarter,2,29,24,3,FALSE,5:21,20,95,Layup Shot,32,Odyssey Sims misses layup,0,2529047,NA,401320609,20,Atlanta,Dream,ATL,Atlanta,8,Minnesota,Lynx,MIN,Minnesota,5,21,1,1,1,155
240,2nd Quarter,2,29,17,13,FALSE,5:13,8,131,Pullup Jump Shot,32,Natalie Achonwa misses 15-foot pullup jump shot,0,2529203,NA,401320609,20,Atlanta,Dream,ATL,Atlanta,8,Minnesota,Lynx,MIN,Minnesota,5,13,1,1,1,157
